22439,2341
22684,2341
24180,2341
15716,3984
23151,4990
18350,5761
23831,5955
22727,6165
23437,6500
21408,6553
19334,6731
21073,7504
23884,7504
22940,10953
23862,10953
23318,11503
23871,11503
3681,11626
8112,11626
13172,11626
7531,13466
23230,13682
23136,20987
23471,21889
4897,22887
